STL,English,Type
"always ( rise (O D j I C L h Z p v > 7 and O D j I C L h Z p v < 54) -> (O > 78.4 and O < 96.8) until (fall (p N F L _ o Z == 2258)) )","Globally, when the event that the value of O D j I C L h Z p v enters the range (7, 54) takes place, then the following condition holds: there has to be finally a time in the future before the simulation ends, at which the scenario that p N F L _ o Z starts deviating from 2258 needs to get detected, till then uninterruptedly the value of O shall keep greater than 78.4 and below 96.8.","temporal_response"
"always ( rise (D V > 5 and D V < 7) -> (N W 8 i Q o c B W > 6 and N W 8 i Q o c B W < 9) until (fall (M T V i E 4 L == 2)) )","In the case the transition action that the value of D V enters the bound (5, 7) happens then all of the following conditions are true: the value of signal N W 8 i Q o c B W must be bigger than 6 and less than 9 and then will hold like this until the value of M T V i E 4 L starts deviating from 2, which should get detected at a certain time point in the future before the end of the simulation.","temporal_response"
"always ( rise (B C r R > 6 and B C r R < 9) -> (B > 1406 and B < 1788) until (fall (X I T I p m O F H == 10)) )","When the scenario that B C r R enters the region (6, 9) gets detected then all of the following conditions hold: without interruption the B signal will be greater than 1406 and less than 1788 until the value of signal X I T I p m O F H ultimately starts not equaling to 10, which shall get observed at a certain time point in the future.","temporal_response"
"always ( not ((b > 6.7 and b < 8.6) since [0:1204] (fall (Z > 6 and Z < 8))) -> not ((M y u l W 2 S O b d >= 78) until [1:10] (not (H z d 1 r O D N U G == 9))) )","Globally, everytime when the condition that the b signal remained over 6.7 and less than 8.6 since Z left the range (6, 8) once at sometime in the last 1204 time units isn't true, then in response the subsequent condition shan't be true: the value of signal M y u l W 2 S O b d is greater than or equal to 78 and then consistently holds like this till there will exist a certain time instant during the coming 1 to 10 time units, at which the value of H z d 1 r O D N U G will not be 9 eventually.","temporal_response"
"always ( not ((m o t m f Y 5 A 2 > 1457 and m o t m f Y 5 A 2 < 1824) since [0:3] (fall (b P Y L S H L > 51.9 and b P Y L S H L < 84.1))) -> not ((O 3 m _ S >= 6) until [41:69] (not (Q n == 31.5))) )","Globally, whenever the condition that continuously m o t m f Y 5 A 2 has kept over 1457 and smaller than 1824 since the value of b P Y L S H L left the range (51.9, 84.1) once at a certain moment during the elapsed 3 time units isn't true, then the following condition oughtn't to be true: O 3 m _ S is at least 6 and always keeps like that until at sometime during the subsequent 41 to 69 time units the value of signal Q n is eventually not 31.5.","temporal_response"
"always ( not ((L F c F s V > 8 and L F c F s V < 9) since [0:75] (fall (Y i i h a X > 8 and Y i i h a X < 10))) -> not ((K U d E n e 1 2 >= 85) until [3:81] (not (Q == 7.9))) )","It is always the case that if the condition that continuously the value of signal L F c F s V has been remaining over 8 and less than 9 since the Y i i h a X signal once left the range (8, 10) at a certain time point during the elapsed 75 time units isn't true, then the subsequent condition oughtn't to be true: the value of Q will not be 7.9 finally at sometime starting between 3 to 81 time units, till then K U d E n e 1 2 is greater than or equal to 85 all the time.","temporal_response"
"always ( not ((I C R j f g o Q u > 62 and I C R j f g o Q u < 91) since [0:725] (fall (R B > 0 and R B < 10))) -> not ((V 7 6 D y W s x c T >= 2255.9) until [9.49:9.68] (not (F j i E == 2567))) )","It is always the case that in case that the subsequent condition won't be true: at a certain time point during the past 725 time units the transition action that R B got out of the range (0, 10) would be detected, and after this the I C R j f g o Q u signal keeps greater than 62 and less than 91 uninterruptedly then in response the following condition will not be true: there is a certain moment in the subsequent 9.49 to 9.68 time units, at which the value of F j i E won't be equal to 2567 eventually, before this V 7 6 D y W s x c T is continuously greater than or equal to 2255.9.","temporal_response"
"always ( not ((e n N C > 5.01 and e n N C < 5.19) since [0:5] (fall (h 8 Y 5 K 0 d > 4.29 and h 8 Y 5 K 0 d < 6.18))) -> not ((K H P >= 0) until [2.2:94.2] (not (o h i U E A R == 5))) )","Whenever the condition that e n N C has stayed larger than 5.01 and smaller than 5.19 continuously since the h 8 Y 5 K 0 d signal once left the range (4.29, 6.18) at a certain time point in the past 5 time units isn't true, then the condition that the value of signal K H P consistently keeps at least 0 till the o h i U E A R signal isn't equal to 5 at a certain time point within the following 2.2 to 94.2 time units shan't be true.","temporal_response"
"eventually [0:5.5] (_ == 5.14)","There will be sometime in the first 5.5 time units, at which _ shall ultimately stay equal to 5.14.","invariance_reachability"
"eventually [0:51.7] (w 5 J 1 g B D h == 9.4)","Eventually there should exist a certain moment within 51.7 time units, at which the w 5 J 1 g B D h signal needs to stay equal to 9.4.","invariance_reachability"
"eventually [0:14] (Q == 8.96)","Eventually the Q signal must remain on 8.96 at a certain time instant in less than 14 time units.","invariance_reachability"
"eventually [0:55] (W Z i 6 z == 9)","W Z i 6 z should keep equal to 9 eventually at sometime within 55 time units.","invariance_reachability"
"eventually [0:2430] (V 8 H _ y J Z == 202.1)","At a certain moment in less than 2430 time units, V 8 H _ y J Z will have to be set to 202.1 finally.","invariance_reachability"
"always [0:3.51] (not rise (x V B 0 g 2 r W H == 1) or (Q Q N n t w >= 7 and Q Q N n t w <= 8))","For each moment within 3.51 time units, x V B 0 g 2 r W H shall not shift to 1 or the value of signal Q Q N n t w always remains at least 7 and less than or equal to 8.","invariance_reachability"
"always [0:1] (not rise (q 4 f == 2608) or (c g H P B K >= 6 and c g H P B K <= 9))","For each time instant during the first 1 time units, consecutively the scenario that q 4 f gets changed to 2608 must never happen, or continuously the value of signal c g H P B K will be staying greater than or equal to 6 and no more than 9.","invariance_reachability"
"always [0:2.5] (not rise (H l G M l C 5 s i z == 9) or (t i S x 3 D n 4 m h >= 95.94 and t i S x 3 D n 4 m h <= 96.34))","For every moment within 2.5 time units continuously the transition action that the H l G M l C 5 s i z signal is shifted to 9 shall not take place or t i S x 3 D n 4 m h will be staying greater than or equal to 95.94 and at most 96.34 continuously.","invariance_reachability"
"always [0:5] (not rise (n N 6 == 4.43) or (x D k >= 7 and x D k <= 9))","For each time point during the first 5 time units, continuously the transition action that the value of n N 6 becomes equal to 4.43 will never be observed, or the value of x D k will have to always keep greater than or equal to 7 and less than or equal to 9.","invariance_reachability"
"always [0:54] (not rise (h D k j n r u == 0) or (w f c y h R 1 >= 4 and w f c y h R 1 <= 8))","For every time point within the first 54 time units, consecutively the transition action that the value of h D k j n r u gets equal to 0 should never be detected or the value of signal w f c y h R 1 will keep greater than or equal to 4 and less than or equal to 8 without interruption.","invariance_reachability"
"always ( fall (s C z b 1 L == 2381) -> W 7 k == _ 0 S b 5 e 5 p U _ )","Globally, when the event that s C z b 1 L deviates from 2381 takes place then the following condition is true: promptly the W 7 k signal will have to be set to _ 0 S b 5 e 5 p U _.","immediate_response"
"always ( fall (X b D 2 9 P Q L i == 1940) -> f i u 0 == U e h Q W K m X )","It is always the case that if the event that the value of X b D 2 9 P Q L i begins deviating from 1940 is detected then the following condition holds: immediately the state of f i u 0 must be set to U e h Q W K m X.","immediate_response"
"always ( fall (B == 7) -> K I _ 8 w Z z s B == e _ 8 S V W J X b i )","It is always the case that in case that the scenario that the value of B becomes not set to 7 takes place, then all of the following conditions hold: the mode of signal K I _ 8 w Z z s B is in e _ 8 S V W J X b i without any delay.","immediate_response"
"always ( fall (e 4 4 4 G U I C w O == 68.6) -> M A l x K == w e 2 c q d a N E )","It is always the case that whenever the scenario that the e 4 4 4 G U I C w O signal starts not equaling to 68.6 gets detected then the following condition holds: starting without any delay the state of M A l x K must be w e 2 c q d a N E.","immediate_response"
"always ( fall (T _ P n C Z 6 S i K == 83) -> g B == j 0 1 r X Z )","On condition that the transition action that T _ P n C Z 6 S i K deviates from 83 occurs then the mode of signal g B will be simultaneously set to j 0 1 r X Z.","immediate_response"
"always ( rise (A h 0 0 K x k I >= 8) -> always [0:1] (eventually [3:4] (rise (P U a p C 7 < 1347))) )","As soon as the scenario that the A h 0 0 K x k I signal increases to greater than or equal to 8 happens, then for each moment during the subsequent 1 time units, there exists a certain time point during the coming 3 to 4 time units, at which eventually the transition action that the value of signal P U a p C 7 becomes below 1347 needs to be detected.","stabilization_recurrence"
"always ( rise (G 6 3 h >= 4) -> always [0:86] (eventually [6.9:7.7] (rise (i X J p < 497))) )","Globally, whenever the transition action that the G 6 3 h signal goes to greater than or equal to 4 takes place, then for each time instant in the next 86 time units there is a certain time instant in the coming 6.9 to 7.7 time units, at which the scenario that the value of i X J p gets less than 497 will eventually occur.","stabilization_recurrence"
"always ( rise (U A e F >= 1852.03) -> always [0:2069.25] (eventually [91:95] (rise (r Y q A v S H < 84))) )","It is always the case that if U A e F rises to greater than or equal to 1852.03, then the following condition holds: for each moment in the subsequent 2069.25 time units the scenario that the value of r Y q A v S H decreases below 84 ought to be detected at sometime during the following 91 to 95 time units.","stabilization_recurrence"
"always ( rise (M y >= 79) -> always [0:23.28] (eventually [388:2901] (rise (D 0 w l y V W E G V < 87))) )","It is always the case that whenever the event that the M y signal becomes at least 79 is detected then the following condition is true: for every time point during the subsequent 23.28 time units there shall be a certain moment after between 388 to 2901 time units, at which the transition action that the value of signal D 0 w l y V W E G V drops below 87 will be detected finally.","stabilization_recurrence"
"always ( rise (d C >= 4) -> always [0:5] (eventually [32:63] (rise (j I f X N F z m < 7))) )","When the transition action that the value of signal d C goes to greater than or equal to 4 takes place then all of the following conditions hold: for each time instant in the subsequent 5 time units, there should exist a certain time instant in the first 32 to 63 time units, at which the scenario that the j I f X N F z m signal gets smaller than 7 shall be detected.","stabilization_recurrence"
"always ( rise (g U _ J 8 S u i > 3.5 and g U _ J 8 S u i < 10.0) -> not fall (_ L J I P _ c L X i >= 59 and _ L J I P _ c L X i <= 67) or (M R > 4 and M R < 5) )","Globally, whenever the scenario that g U _ J 8 S u i enters the region (3.5, 10.0) is detected, then all of the following conditions are true: promptly the transition action that the value of signal _ L J I P _ c L X i gets out of the range [59, 67] should never take place, or the value of M R will have to be higher than 4 and below 5 at the same time instant.","immediate_response"
"always ( rise (G s q X x L E t H > 1289.4 and G s q X x L E t H < 2277.3) -> not fall (z d >= 3.34 and z d <= 7.28) or (I D v > 3.8 and I D v < 6.8) )","Globally, whenever the value of G s q X x L E t H settles inside the bound (1289.4, 2277.3) then the following condition holds: promptly the transition action that the value of signal z d gets out of the range [3.34, 7.28] should never take place, or at the same moment the value of signal I D v is higher than 3.8 and smaller than 6.8.","immediate_response"
"always ( rise (k m V A H f T S > 8 and k m V A H f T S < 10) -> not fall (p g v t l >= 11 and p g v t l <= 77) or (e _ m C > 0 and e _ m C < 6) )","If the event that k m V A H f T S gets into the range (8, 10) is observed, then without any delay the scenario that the value of p g v t l leaves the range [11, 77] will not take place or the e _ m C signal needs to be above 0 and less than 6 simultaneously.","immediate_response"
"always ( rise (R r > 945 and R r < 1379) -> not fall (V k 8 p k O 2 p z n >= 14 and V k 8 p k O 2 p z n <= 24) or (Q 2 R 7 T C r P > 61 and Q 2 R 7 T C r P < 97) )","It is always the case that everytime when the scenario that R r enters the region (945, 1379) happens then the following condition is true: the transition action that the V k 8 p k O 2 p z n signal leaves the range [14, 24] will promptly not get observed or in no time Q 2 R 7 T C r P should be above 61 and less than 97.","immediate_response"
"always ( rise (Q d F k R h g r 7 B > 92.7 and Q d F k R h g r 7 B < 97.2) -> not fall (R _ G c >= 7.37 and R _ G c <= 9.2) or (a X x > 8 and a X x < 10) )","It is always the case that whenever the scenario that the Q d F k R h g r 7 B signal enters the range (92.7, 97.2) happens then all of the following conditions hold: at once the transition action that the value of R _ G c gets out of the range [7.37, 9.2] will not happen or the value of a X x ought to be more than 8 and less than 10 immediately.","immediate_response"
"always ( rise (A s r l j == m p y n z Z g 1 B) -> not ((W >= 5) until [0:5] (rise (t _ a k p m < 86))) )","Globally, everytime when the A s r l j signal gets changed to m p y n z Z g 1 B, then in response the subsequent condition isn't true: the value of W will be at least 5 uninterruptedly until ultimately the value of signal t _ a k p m gets less than 86, which is observed at a certain moment in the first 5 time units.","temporal_response"
"always ( rise (R a 4 y U r == i 7 9 Y 0 B J M 9) -> not ((r 9 h N _ i G G >= 59) until [0:2] (rise (o z b 2 B s < 5))) )","In case that the event that the state of signal R a 4 y U r becomes i 7 9 Y 0 B J M 9 happens, then the condition that r 9 h N _ i G G will be uninterruptedly staying greater than or equal to 59 until the value of o z b 2 B s drops below 5 at a certain time point within the following 2 time units ought not to be true.","temporal_response"
"always ( rise (j L 7 q t == h) -> not ((C 0 T B x G W c b >= 3) until [0:76] (rise (f v o D u Y P J z 7 < 0))) )","In the case the scenario that the mode of j L 7 q t changes to h gets observed then in response the condition that C 0 T B x G W c b continuously keeps greater than or equal to 3 till the value of signal f v o D u Y P J z 7 goes lower than 0 eventually at a certain time point during the next 76 time units must not be true.","temporal_response"
"always ( rise (Q S W N K d 3 j == c M K b) -> not ((K Q H n s e 0 >= 30) until [0:3.43] (rise (P < 81))) )","It is always the case that when the transition action that the Q S W N K d 3 j signal enters c M K b happens then in response the condition that the K Q H n s e 0 signal will remain greater than or equal to 30 until eventually the P signal drops below 81 at a certain time point in the first 3.43 time units oughtn't to be true.","temporal_response"
"always ( rise (e C 6 2 _ 1 _ u C U == v Z M 8) -> not ((w F h >= 75) until [0:83.82] (rise (F K 5 U Y o n A a < 8))) )","It is always the case that when the transition action that the state of e C 6 2 _ 1 _ u C U changes to v Z M 8 happens then in response the condition that continuously the value of w F h will stay greater than or equal to 75 till the value of signal F K 5 U Y o n A a goes down to less than 8 ultimately at a certain time instant in less than 83.82 time units should not be true.","temporal_response"
"always ( z a c 9 B Z E B J > 1482 -> eventually [0:16] (always [0:6.3] (I Y F a I e 0 < 2)) )","Globally, in case that the value of signal z a c 9 B Z E B J is higher than 1482 then the following condition is true: there has to finally exist a certain moment in less than 16 time units, at which I Y F a I e 0 ought to be consecutively smaller than 2 for every moment during the next 6.3 time units.","stabilization_recurrence"
"always ( N d > 53 -> eventually [0:9.0] (always [0:2297] (M N Z J N < 0.7)) )","It is always the case that in case that the N d signal is greater than 53, then the following condition is true: there shall exist a certain time instant during the first 9.0 time units eventually, at which for every time point within the subsequent 2297 time units, the M N Z J N signal ought to continuously remain less than 0.7.","stabilization_recurrence"
"always ( J z e v A _ 1 g > 1 -> eventually [0:2585] (always [0:3] (P m 9 9 < 2129)) )","It is always the case that in case that the value of signal J z e v A _ 1 g is more than 1 then all of the following conditions hold: after sometime within the first 2585 time units, the P m 9 9 signal needs to be below 2129 and then should continuously continue like that for each time instant during the next 3 time units.","stabilization_recurrence"
"always ( g 6 Y a g x u p X > 8 -> eventually [0:6] (always [0:2183] (L v _ S X u b 7 < 5)) )","When the value of signal g 6 Y a g x u p X is larger than 8, then after a certain moment during the first 6 time units the value of L v _ S X u b 7 needs to be below 5 and then must keep like this uninterruptedly for every time point within the following 2183 time units.","stabilization_recurrence"
"always ( s n > 815 -> eventually [0:1147] (always [0:9] (M s Z o b l h < 2087.7)) )","While s n is above 815 then all of the following conditions hold: after a certain moment in less than 1147 time units, consecutively the value of signal M s Z o b l h shall keep less than 2087.7 for every time instant within the following 9 time units.","stabilization_recurrence"
"always ( (b A g M a K >= 1984) since (P n _ _ <= 10) -> once (Z S K o A 7 O > 1) )","Globally, if b A g M a K was uninterruptedly greater than or equal to 1984 since the value of signal P n _ _ was less than or equal to 10 once, which would be detected at a time in the past from the start of the simulation, then the following condition is true: the Z S K o A 7 O signal had to be larger than 1 at a certain moment in the past starting from the beginning of the simulation.","temporal_response"
"always ( (C i _ R f y d >= 32.7) since (w L L I <= 69) -> once (N > 1.4) )","Globally, if there would be once a certain time point in the past from the beginning of the execution, at which the value of signal w L L I would stay less than or equal to 69, after that the value of signal C i _ R f y d has been greater than or equal to 32.7, then the following condition is true: there was sometime in the past from the beginning of the execution, at which N should be above 1.4 once.","temporal_response"
"always ( (p k z W Z d 6 s H L >= 94) since (D O R n S <= 51) -> once (L F N b > 8) )","Globally, in case that at a certain moment in the past from the start of the execution, the D O R n S signal once kept no larger than 51, after this p k z W Z d 6 s H L stays no less than 94 continuously then all of the following conditions hold: there had to exist a certain time instant in the past, at which the L F N b signal would be more than 8 once.","temporal_response"
"always ( (b g Q I D T c w >= 2) since (n a G e 8 q s 3 <= 8) -> once (C m K > 22) )","In the case the value of signal b g Q I D T c w is at least 2 and this condition consecutively sustains since once the value of n a G e 8 q s 3 was no larger than 8, which would get observed at a certain moment in the past starting from the beginning of the execution then all of the following conditions hold: the value of signal C m K was higher than 22 at a certain moment in the past from the beginning of the execution.","temporal_response"
"always ( (l I W 8 T d 8 >= 26) since (u g k R p 7 <= 44) -> once (g 3 B l > 160) )","It is always the case that if the value of signal l I W 8 T d 8 is at least 26 and this condition consecutively sustains since once the value of u g k R p 7 was no larger than 44, which would get observed at a certain moment in the past starting from the beginning of the execution, then all of the following conditions hold: at a certain time point in the past starting from the beginning of the simulation once the value of signal g 3 B l had to be higher than 160.","temporal_response"
"always ( fall (s == d w Q W S v) -> eventually (always (not (B T L > 7 and B T L <= 10))) )","As soon as the s signal deviates from d w Q W S v then in response after a certain time point in the future, consistently the value of signal B T L ought to be in the outside of the range (7, 10] in the future before the end of the simulation.","stabilization_recurrence"
"always ( fall (X _ Q z j F V w H G == x) -> eventually (always (not (T b 6 > 599.2 and T b 6 <= 1474.9))) )","Globally, everytime when the transition action that X _ Q z j F V w H G becomes not set to x is detected, then the following condition holds: after a time in the future before the end of the execution uninterruptedly T b 6 will have to keep in the outside of the range (599.2, 1474.9] in the future before the end of the simulation.","stabilization_recurrence"
"always ( fall (p N r 5 C o k == U) -> eventually (always (not (m I G > 55 and m I G <= 87))) )","Globally, if the state of p N r 5 C o k starts deviating from U, then all of the following conditions are true: finally after a certain time point in the future before the end of the execution in the future before the end of the simulation uninterruptedly m I G will have to keep in the outside of the range (55, 87].","stabilization_recurrence"
"always ( fall (z == S i 7 9 Z t) -> eventually (always (not (y > 9.44 and y <= 9.61))) )","Globally, if the transition action that the state of signal z becomes not set to S i 7 9 Z t gets detected then there shall be finally a time in the future before the end of the simulation, after which in the future consistently y needs to be out of the range (9.44, 9.61].","stabilization_recurrence"
"always ( fall (T i 3 G j q Z == v 8 p _ e _ 1 i n g) -> eventually (always (not (z j > 89 and z j <= 91))) )","Globally, in case that T i 3 G j q Z leaves v 8 p _ e _ 1 i n g then all of the following conditions are true: eventually after sometime in the future before the end of the execution, z j will not be higher than 89 and at most 91 and then uninterruptedly this condition will be remaining in the future before the end of the simulation.","stabilization_recurrence"
"always ( rise (U >= 73.49 and U <= 90.06) and G M 6 e <= 1189.6 -> z w t X == T R G 2 )","Everytime when the scenario that the U signal gets into the range [73.49, 90.06] is observed and the value of signal G M 6 e is less than or equal to 1189.6, then all of the following conditions hold: the state of signal z w t X will be promptly T R G 2.","immediate_response"
"always ( rise (D 2 >= 862 and D 2 <= 1665) and p n <= 381 -> r S _ == M R J H 8 Y 2 )","Globally, when the event that D 2 settles inside the bound [862, 1665] takes place, and the value of p n is less than or equal to 381 then the following condition holds: the mode of r S _ ought to be M R J H 8 Y 2 promptly.","immediate_response"
"always ( rise (M z 4 N >= 87 and M z 4 N <= 96) and B y W z u 2 p O 3 z <= 69.81 -> g j == H t )","If the event that M z 4 N enters the region [87, 96] takes place and the value of B y W z u 2 p O 3 z is less than or equal to 69.81, then in response starting without any delay the mode of signal g j ought to be set to H t.","immediate_response"
"always ( rise (N p Y b X 7 4 >= 9.47 and N p Y b X 7 4 <= 9.67) and Y 0 3 k B J I _ <= 9 -> m 4 2 2 w C h == K X z H X Y M T 5 )","It is always the case that everytime when N p Y b X 7 4 enters the range [9.47, 9.67] and the value of signal Y 0 3 k B J I _ is less than or equal to 9 then the following condition is true: the state of m 4 2 2 w C h needs to be in K X z H X Y M T 5 simultaneously.","immediate_response"
"always ( rise (t >= 8.93 and t <= 9.59) and B Z R A 1 r <= 3 -> O 0 v == X B v m k k 2 )","It is always the case that whenever the transition action that the t signal enters the bound [8.93, 9.59] gets detected and the value of B Z R A 1 r is less than or equal to 3 then the following condition is true: the mode of O 0 v ought to be X B v m k k 2.","immediate_response"
"always ( rise (h c S >= 60) -> not (f 7 N M b C R l j > 6.01 and f 7 N M b C R l j < 6.42) )","As soon as the scenario that the value of h c S goes to at least 60 happens then in response instantly f 7 N M b C R l j oughtn't to be above 6.01 and lower than 6.42.","immediate_response"
"always ( rise (V 6 D R C o G v 3 >= 85.39) -> not (g q 0 o > 59 and g q 0 o < 2258) )","Everytime when the scenario that V 6 D R C o G v 3 gets raised to greater than or equal to 85.39 happens, then the value of g q 0 o is out of the range (59, 2258) instantly.","immediate_response"
"always ( rise (I A 5 7 S u >= 1999.8) -> not (v l > 65.03 and v l < 65.52) )","Globally, when the I A 5 7 S u signal gets raised to greater than or equal to 1999.8 then in response starting without any delay the value of signal v l shall be out of the range (65.03, 65.52).","immediate_response"
"always ( rise (_ l l t P >= 808) -> not (F n j 4 X s L R j > 5 and F n j 4 X s L R j < 6) )","It is always the case that whenever the scenario that the _ l l t P signal becomes greater than or equal to 808 takes place then the following condition is true: the value of F n j 4 X s L R j is out of the range (5, 6) simultaneously.","immediate_response"
"always ( rise (p K O E u L J >= 95) -> not (X L N 3 A r m f l _ > 2 and X L N 3 A r m f l _ < 9) )","Whenever the scenario that the value of signal p K O E u L J rises to greater than or equal to 95 gets observed then all of the following conditions hold: instantly the value of signal X L N 3 A r m f l _ mustn't be greater than 2 and less than 9.","immediate_response"
"always ( Q I q f 9 Y j M U > 8 and Q I q f 9 Y j M U < 44 -> always [2504:2944] (eventually (rise (y R X 6 3 <= 97))) )","When the value of signal Q I q f 9 Y j M U is above 8 and smaller than 44 then all of the following conditions are true: for every time instant within the following 2504 to 2944 time units the scenario that y R X 6 3 drops to less than or equal to 97 will have to be detected eventually at sometime in the future before the execution ends.","stabilization_recurrence"
"always ( J P _ t U a 0 > 41 and J P _ t U a 0 < 80 -> always [76:98] (eventually (rise (o N r s <= 2741))) )","In the case the value of signal J P _ t U a 0 is above 41 and smaller than 80, then for each time instant in the first 76 to 98 time units, there is a certain moment in the future before the end of the execution, at which the value of signal o N r s ought to drop to less than or equal to 2741 eventually.","stabilization_recurrence"
"always ( U n U > 4 and U n U < 9 -> always [2381:2809] (eventually (rise (a R L 1 5 l <= 2909.8))) )","In case that the value of signal U n U is above 4 and smaller than 9, then the following condition holds: for each time instant during the coming 2381 to 2809 time units there needs to be a certain time point in the future before the end of the simulation, at which the transition action that the value of a R L 1 5 l decreases to less than or equal to 2909.8 shall occur eventually.","stabilization_recurrence"
"always ( W F e z l u H 8 > 6 and W F e z l u H 8 < 9 -> always [73:94] (eventually (rise (P n g B <= 64))) )","It is always the case that in case that the value of signal W F e z l u H 8 is above 6 and smaller than 9, then all of the following conditions are true: for every time point during the first 73 to 94 time units, at a certain time point in the future before the end of the execution the event that the value of P n g B falls to less than or equal to 64 shall get detected finally.","stabilization_recurrence"
"always ( I m d I V > 2 and I m d I V < 8 -> always [2:8] (eventually (rise (M o x D a Z <= 1))) )","On condition that the value of signal I m d I V is above 2 and smaller than 8 then all of the following conditions hold: for each moment in the coming 2 to 8 time units, at a certain time point in the future before the end of the execution the event that the value of M o x D a Z falls to less than or equal to 1 shall get detected finally.","stabilization_recurrence"
"always ( d k g p Q j g d s _ == s v H D t z and not (i A G N z V A j n >= 23 and i A G N z V A j n <= 70) -> once (rise (u Q _ > 961 and u Q _ < 2051)) )","Globally, everytime when the d k g p Q j g d s _ signal is in s v H D t z and the value of i A G N z V A j n isn't at least 23 and less than or equal to 70, then the following condition is true: once the event that the value of signal u Q _ entered the range (961, 2051) ought to happen at a certain time instant in the past from the beginning of the simulation.","temporal_response"
"always ( R r H == T T and not (b I d 8 G O K X 7 >= 8 and b I d 8 G O K X 7 <= 10) -> once (rise (e r N 9 k > 647 and e r N 9 k < 2491)) )","Globally, whenever the R r H signal is in T T, and the value of signal b I d 8 G O K X 7 is not at least 8 and no larger than 10 then the following condition holds: there had to once exist a certain time point in the past, at which the scenario that the value of e r N 9 k entered the bound (647, 2491) needed to take place.","temporal_response"
"always ( v G == L 6 0 and not (y Q x R >= 7 and y Q x R <= 10) -> once (rise (K T s h b m t z i > 880.7 and K T s h b m t z i < 2654.8)) )","In the case v G is L 6 0, and the value of y Q x R isn't at least 7 and less than or equal to 10 then the following condition is true: once the transition action that K T s h b m t z i entered the region (880.7, 2654.8) must happen at a certain time instant in the past starting from the beginning of the execution.","temporal_response"
"always ( o == d E G C 4 K M x and not (y k j 5 J 6 x k q h >= 64.89 and y k j 5 J 6 x k q h <= 74.59) -> once (rise (s U f 9 w P A > 2 and s U f 9 w P A < 9)) )","It is always the case that everytime when the mode of signal o is set to d E G C 4 K M x and the value of y k j 5 J 6 x k q h isn't at least 64.89 and less than or equal to 74.59 then all of the following conditions are true: the scenario that the value of signal s U f 9 w P A enters the bound (2, 9) must be observed once at a certain moment during the past.","temporal_response"
"always ( Y L N 8 h s == Q s M Z s Y e and not (n N >= 8 and n N <= 10) -> once (rise (q F e F > 54 and q F e F < 65)) )","When the Y L N 8 h s signal is in Q s M Z s Y e, and the value of signal n N is not at least 8 and no larger than 10, then all of the following conditions hold: there must once exist a certain moment in the past from the start of the execution, at which the value of signal q F e F needed to enter the range (54, 65).","temporal_response"
"always ( rise (Q Z s i i == Q x Z 8 R 6 _ H _) -> h > 53.1 and h < 75.7 )","Globally, in case that the scenario that the Q Z s i i signal becomes Q x Z 8 R 6 _ H _ occurs then the following condition holds: the value of h will have to be instantly larger than 53.1 and lower than 75.7.","immediate_response"
"always ( rise (v d 1 V 3 V d l u r == J k Y 6) -> p V Y > 63 and p V Y < 64 )","If the event that the v d 1 V 3 V d l u r signal gets shifted to J k Y 6 happens, then all of the following conditions hold: the p V Y signal must be above 63 and below 64 in no time.","immediate_response"
"always ( rise (j Y y 1 U == E) -> X a K J l > 6.3 and X a K J l < 42.5 )","In the case the scenario that the j Y y 1 U signal becomes E occurs, then all of the following conditions are true: at the same time the value of signal X a K J l needs to be over 6.3 and below 42.5.","immediate_response"
"always ( rise (_ d B == t u j L 6 V S N U) -> s 1 7 A W R L b l > 69 and s 1 7 A W R L b l < 73 )","In the case the transition action that _ d B shifts to t u j L 6 V S N U is detected then the following condition holds: immediately the value of signal s 1 7 A W R L b l should be more than 69 and less than 73.","immediate_response"
"always ( rise (a n H a z 2 2 d == c V D l n P) -> U 7 B 5 U o D > 91 and U 7 B 5 U o D < 98 )","Whenever the event that the state of signal a n H a z 2 2 d enters c V D l n P is detected, then at the same time point the U 7 B 5 U o D signal ought to be higher than 91 and lower than 98.","immediate_response"
"always ( once [0:2] (rise (j k == r)) -> not ((T 9 9 r z 7 J _ == h x L l n z r _ D) until [0:9] (Z r b k H A >= 678 and Z r b k H A <= 1210)) )","If once at a time before at most 2 time units the transition action that the state of signal j k was shifted to r happened then in response the subsequent condition shall not be true: at a certain moment within the following 9 time units, Z r b k H A will remain no less than 678 and less than or equal to 1210, and until then the mode of T 9 9 r z 7 J _ will be consistently set to h x L l n z r _ D.","temporal_response"
"always ( once [0:5] (rise (L V v 8 z Z == E t J M 8 Q)) -> not ((q c p R n 8 == _ 0) until [0:2026] (c e 5 c n b N L _ >= 91 and c e 5 c n b N L _ <= 92)) )","It is always the case that in case that there would be a time in the past 5 time units, at which the transition action that the mode of L V v 8 z Z enters E t J M 8 Q was observed once then in response the condition that consecutively the q c p R n 8 signal will remain in _ 0 till the c e 5 c n b N L _ signal is finally no less than 91 and less than or equal to 92 at a certain time instant during the subsequent 2026 time units shall not be true.","temporal_response"
"always ( once [0:5] (rise (d s n == Q)) -> not ((O A n == e Z d 3 V 5 B) until [0:100] (O _ 0 D Y >= 70 and O _ 0 D Y <= 77)) )","It is always the case that when once there was a certain time instant within the last 5 time units, at which the scenario that the mode of signal d s n entered Q would occur then the subsequent condition won't be true: O A n is e Z d 3 V 5 B and then uninterruptedly this scenario keeps until the O _ 0 D Y signal will be in the range [70, 77], which will ultimately get observed at a time in the first 100 time units.","temporal_response"
